ID,TotalAmount,MostRecent,NumberOfPurchases,PurchaseInterval
17532,698,10/20/2006,6,73
17533,736,12/9/2006,7,23
17534,509,6/19/2006,6,196
17535,1178,12/2/2006,15,30
17536,968,6/14/2006,13,201
17537,699,10/19/2006,8,74
17538,478,1/23/2006,6,343
17539,1312,8/4/2006,14,150
17540,932,5/3/2006,12,243
17541,976,10/18/2006,12,75
17542,694,10/27/2006,8,66
17543,592,7/20/2006,10,165
17544,1160,1/30/2006,12,336
17545,607,7/27/2006,8,158
17546,1140,9/13/2006,9,110
17547,1587,7/27/2006,14,158
17548,691,7/21/2006,8,164
17549,1105,7/26/2006,13,159
17550,851,10/8/2006,9,85
17551,685,4/29/2006,8,247
17552,453,8/22/2006,7,132
17553,456,10/19/2006,6,74
17554,1028,10/6/2006,12,87
17555,984,8/18/2005,10,501
17556,711,6/28/2006,6,187
17557,984,4/20/2006,7,256
17558,1212,5/25/2006,12,221
17559,716,7/31/2006,8,154
17560,1342,8/20/2006,11,134
17561,984,7/11/2006,8,174
17562,710,5/21/2006,10,225
17563,316,11/30/2006,6,32
17564,2047,10/15/2006,17,78
17565,1306,5/31/2006,13,215
17566,1267,6/16/2006,10,199
17567,731,9/1/2006,7,122
17568,1366,7/16/2006,15,169
17569,1575,3/14/2006,14,293
17570,1524,11/19/2006,15,43
17571,747,8/1/2006,10,153
17572,997,10/6/2006,10,87
17573,352,12/27/2006,7,5
17574,815,6/1/2006,8,214
17575,1546,9/15/2006,14,108
17576,768,10/13/2006,7,80
17577,1086,9/17/2006,10,106
17578,1125,8/7/2006,12,147
17579,305,6/24/2005,4,556
17580,1410,7/20/2006,14,165
17581,884,8/8/2006,9,146
17582,1050,5/11/2006,9,235
17583,728,10/9/2006,8,84
17584,849,9/16/2006,10,107
17585,2303,11/15/2006,18,47
17586,1676,10/9/2006,15,84
17587,628,10/10/2005,6,448
17588,979,2/13/2006,10,322
17589,544,11/14/2006,6,48
17590,658,9/17/2006,8,106
17591,251,6/16/2004,2,929
17592,739,9/26/2006,9,97
17593,907,10/24/2006,12,69
17594,519,4/12/2006,5,264
17595,979,7/20/2006,9,165
17596,1079,9/5/2006,13,118
17597,837,5/25/2006,10,221
17598,496,10/5/2006,6,88
17599,1101,8/2/2006,12,152
17600,1265,8/27/2006,11,127
17601,1118,10/30/2006,9,63
17602,769,7/3/2006,8,182
17603,1172,11/9/2006,13,53
17604,772,10/21/2006,9,72
17605,1102,11/4/2006,12,58
17606,1135,7/17/2006,8,168
17607,872,9/9/2006,10,114
17608,1214,8/24/2006,12,130
17609,881,3/12/2006,11,295
17610,1025,11/23/2006,14,39
17611,269,4/14/2006,4,262
17612,697,7/25/2006,7,160
17613,1253,11/21/2006,13,41
17614,1423,9/22/2006,13,101
17615,1391,10/27/2006,13,66
17616,1112,10/12/2006,12,81
17617,843,11/14/2006,9,48
17618,820,11/29/2006,9,33
17619,804,9/23/2006,8,100
17620,767,12/8/2005,8,389
17621,452,6/28/2005,8,552
17622,1210,11/9/2006,11,53
17623,1631,11/27/2006,14,35
17624,908,8/12/2006,10,142
17625,515,6/10/2006,6,205
17626,960,7/7/2006,9,178
17627,561,10/23/2005,7,435
17628,1001,12/29/2006,8,3
17629,683,12/1/2006,8,31
17630,698,10/22/2006,9,71
17631,368,6/21/2006,4,194
17632,591,7/24/2006,7,161
17633,770,10/29/2005,6,429
17634,1113,9/26/2006,9,97
17635,582,9/11/2006,10,112
17636,2107,10/6/2006,17,87
17637,915,10/30/2006,10,63
17638,498,7/4/2006,6,181
17639,895,11/11/2006,10,51
17640,581,10/24/2005,5,434
17641,383,8/26/2006,5,128
17642,1188,5/24/2005,8,587
17643,1058,6/10/2006,14,205
17644,1189,8/23/2006,14,131
17645,302,8/9/2005,4,510
17646,588,9/9/2006,7,114
17647,1312,5/4/2006,13,242
17648,357,9/10/2005,6,478
17649,878,9/23/2006,9,100
17650,1569,6/3/2006,12,212
17651,1073,11/9/2006,12,53
17652,1389,7/4/2006,13,181
17653,1302,4/6/2006,12,270
17654,678,9/6/2006,8,117
17655,938,4/26/2006,9,250
17656,962,9/1/2006,13,122
17657,1571,11/9/2006,13,53
17658,1054,9/6/2006,10,117
17659,673,7/12/2006,8,173
17660,535,3/5/2006,5,302
17661,811,5/4/2006,9,242
17662,693,11/2/2006,10,60
17663,1240,11/4/2006,12,58
17664,1156,3/3/2006,11,304
17665,593,10/21/2005,7,437
17666,1149,12/9/2006,11,23
17667,1260,6/9/2006,11,206
17668,1167,9/25/2006,11,98
17669,1005,6/5/2006,10,210
17670,959,6/6/2006,9,209
17671,711,7/31/2006,9,154
17672,736,12/22/2006,9,10
17673,1009,9/28/2006,10,95
17674,1167,8/24/2006,11,130
17675,620,8/27/2006,5,127
17676,803,8/24/2006,7,130
17677,1039,6/13/2006,14,202
17678,533,11/2/2006,7,60
17679,787,10/21/2006,8,72
17680,582,7/7/2006,8,178
17681,933,8/28/2006,8,126
17682,1357,10/1/2006,16,92
17683,625,11/7/2006,5,55
17684,713,7/13/2006,8,172
17685,1186,9/22/2006,12,101
17686,1296,10/24/2005,11,434
17687,1576,12/1/2006,18,31
17688,465,9/11/2005,5,477
17689,706,10/10/2005,7,448
17690,454,7/26/2005,5,524
17691,815,9/20/2006,13,103
17692,316,4/21/2006,6,255
17693,561,6/28/2006,5,187
17694,772,4/22/2006,11,254
17695,793,4/19/2006,7,257
17696,632,5/19/2006,7,227
17697,758,3/22/2006,9,285
17698,1109,12/30/2006,10,2
17699,935,8/30/2005,12,489
17700,271,3/23/2006,4,284
17701,690,12/27/2006,8,5
17702,779,8/31/2006,10,123
17703,586,10/12/2005,6,446
17704,1054,9/18/2006,8,105
17705,124,11/25/2004,1,767
17706,1322,11/17/2006,15,45
17707,871,12/17/2006,9,15
17708,638,10/22/2006,8,71
17709,1085,12/7/2005,11,390
17710,1084,6/14/2006,9,201
17711,950,7/20/2006,9,165
17712,972,9/25/2006,10,98
17713,1303,6/19/2006,12,196
17714,1088,7/4/2006,9,181
17715,581,11/16/2006,7,46
17716,1260,7/23/2006,13,162
17717,412,10/28/2005,6,430
17718,1070,10/21/2006,9,72
17719,487,10/25/2006,6,68
17720,1703,12/24/2006,14,8
17721,1017,2/15/2006,11,320
17722,492,5/24/2006,6,222
17723,982,7/9/2006,10,176
17724,1098,12/2/2005,10,395
17725,847,8/23/2006,9,131
17726,710,8/10/2006,7,144
17727,499,6/10/2006,7,205
17728,508,12/22/2005,6,375
17729,906,5/9/2006,10,237
17730,383,6/7/2006,6,208
17731,956,11/1/2006,10,61
17732,582,11/20/2006,6,42
17733,722,7/1/2006,10,184
17734,813,9/8/2006,9,115
17735,1030,11/8/2006,12,54
17736,758,3/29/2006,5,278
17737,474,4/15/2005,6,626
17738,885,11/17/2006,10,45
17739,1286,2/18/2006,12,317
17740,808,9/9/2006,10,114
17741,1298,4/10/2006,14,266
17742,1249,10/27/2006,13,66
17743,1499,9/28/2006,15,95
17744,919,10/2/2006,9,91
17745,514,12/17/2005,6,380
17746,729,11/4/2006,8,58
17747,522,5/2/2006,6,244
17748,468,12/30/2005,6,367
17749,1064,11/20/2005,10,407
17750,1173,9/11/2006,12,112
17751,1545,9/11/2006,18,112
17752,719,5/10/2006,8,236
17753,222,8/19/2006,6,135
17754,990,4/29/2006,9,247
17755,1671,10/22/2006,13,71
17756,603,10/19/2006,6,74
17757,572,10/12/2005,6,446
17758,895,9/22/2006,10,101
17759,381,8/1/2006,8,153
17760,685,6/5/2006,7,210
17761,1140,8/10/2005,11,509
17762,1038,6/24/2006,8,191
17763,712,7/9/2006,10,176
17764,756,12/29/2005,8,368
17765,849,11/11/2006,12,51
17766,1473,7/29/2006,14,156
17767,1111,12/24/2006,13,8
17768,1277,8/5/2006,14,149
17769,707,6/18/2006,9,197
17770,333,9/25/2005,4,463
17771,1224,6/30/2006,11,185
17772,1026,7/15/2006,9,170
17773,1123,10/15/2006,11,78
17774,683,8/9/2006,9,145
17775,535,8/31/2006,6,123
17776,1127,6/27/2006,11,188
17777,686,6/27/2006,8,188
17778,670,9/1/2006,9,122
17779,762,7/26/2006,10,159
17780,1351,10/15/2006,13,78
17781,1019,8/11/2006,11,143
17782,836,5/6/2006,9,240
17783,634,10/18/2006,9,75
17784,553,5/18/2006,5,228
17785,1199,6/25/2006,11,190
17786,412,3/5/2006,4,302
17787,841,3/9/2006,7,298
17788,685,1/5/2006,10,361
17789,1171,8/19/2006,13,135
17790,845,10/15/2006,6,78
17791,197,3/4/2006,4,303
17792,994,5/28/2006,10,218
17793,931,10/24/2006,10,69
17794,1654,11/24/2006,16,38
17795,952,11/22/2006,10,40
17796,971,10/23/2006,9,70
17797,1086,8/22/2006,12,132
17798,947,12/9/2006,14,23
17799,1022,9/21/2006,11,102
17800,977,2/24/2006,8,311
17801,687,5/2/2006,9,244
17802,613,9/10/2006,9,113
17803,1182,9/21/2006,12,102
17804,601,10/20/2005,10,438
17805,877,9/17/2006,12,106
17806,644,7/4/2006,13,181
17807,660,6/3/2006,7,212
17808,1016,10/20/2006,9,73
17809,709,7/16/2006,8,169
17810,1490,11/23/2006,18,39
17811,1182,8/7/2006,10,147
17812,1070,11/27/2006,10,35
17813,868,4/8/2006,7,268
17814,536,7/14/2005,5,536
17815,1282,9/9/2006,10,114
17816,1156,4/6/2006,12,270
17817,518,10/23/2005,4,435
17818,613,7/2/2006,7,183
17819,985,12/15/2005,11,382
17820,1128,8/18/2006,11,136
17821,719,10/10/2006,9,83
17822,1274,9/11/2006,13,112
17823,864,8/9/2006,9,145
17824,715,10/19/2006,10,74
17825,1031,7/31/2006,10,154
17826,1011,10/31/2005,9,427
17827,507,8/4/2006,5,150
17828,974,9/6/2006,10,117
17829,1027,9/22/2006,13,101
17830,634,5/8/2006,6,238
17831,1689,11/22/2006,15,40
17832,1273,10/30/2006,11,63
17833,870,6/21/2006,10,194
17834,979,6/22/2006,9,193
17835,988,8/7/2006,12,147
17836,1122,11/6/2006,14,56
17837,1188,2/21/2006,13,314
17838,1086,9/9/2006,13,114
17839,1099,12/17/2006,11,15
17840,593,12/4/2006,7,28
17841,861,7/15/2006,11,170
17842,991,5/2/2006,12,244
17843,1014,6/2/2006,11,213
17844,650,10/13/2006,10,80
17845,1383,10/14/2006,11,79
17846,906,12/20/2005,9,377
17847,1133,11/17/2006,11,45
17848,643,10/7/2006,5,86
17849,1372,8/3/2006,11,151
17850,1173,8/4/2006,13,150
17851,1541,8/31/2006,19,123
17852,500,11/7/2006,8,55
17853,1192,9/6/2006,12,117
17854,804,10/6/2006,8,87
17855,988,4/17/2006,14,259
17856,950,1/14/2006,10,352
17857,1396,10/10/2005,13,448
17858,1669,6/11/2006,13,204
17859,1041,9/2/2006,9,121
17860,1093,6/3/2006,14,212
17861,726,12/1/2006,8,31
17862,1061,12/14/2006,13,18
17863,736,4/23/2006,10,253
17864,829,6/12/2006,9,203
17865,1366,10/30/2006,15,63
17866,599,9/12/2006,6,111
17867,742,11/11/2006,8,51
17868,913,10/5/2006,10,88
17869,720,5/29/2006,5,217
17870,1099,5/24/2006,11,222
17871,1296,10/21/2006,13,72
17872,739,10/27/2005,5,431
17873,340,12/13/2006,4,19
17874,1284,8/9/2006,12,145
17875,1002,2/16/2006,9,319
17876,656,6/12/2006,5,203
17877,961,4/12/2006,11,264
17878,1322,7/9/2006,18,176
17879,687,5/31/2006,9,215
17880,1291,12/17/2006,15,15
17881,1117,9/21/2005,11,467
17882,657,8/26/2006,8,128
17883,938,8/23/2006,10,131
17884,1440,10/7/2006,12,86
17885,1102,5/20/2006,11,226
17886,803,10/5/2006,9,88
17887,1106,10/26/2006,11,67
17888,1004,8/27/2005,9,492
17889,845,1/7/2006,10,359
17890,1277,8/2/2006,11,152
17891,1448,8/7/2006,16,147
17892,1280,9/9/2006,14,114
17893,1009,12/27/2006,13,5
17894,1570,12/30/2006,15,2
17895,1219,9/26/2006,13,97
17896,1345,7/29/2006,13,156
17897,770,8/24/2006,10,130
17898,720,3/13/2006,6,294
17899,1638,9/10/2006,18,113
17900,905,7/3/2006,9,182
17901,1447,9/4/2006,13,119
17902,1082,9/30/2006,12,93
17903,1105,12/8/2006,13,24
17904,843,8/30/2006,8,124
17905,721,9/23/2006,7,100
17906,1488,7/3/2006,13,182
17907,1241,7/22/2006,14,163
17908,854,5/27/2006,11,219
17909,1036,3/24/2006,8,283
17910,963,6/10/2006,11,205
17911,1054,5/1/2006,11,245
17912,639,6/23/2006,7,192
17913,1116,9/6/2006,11,117
17914,527,8/19/2005,7,500
17915,899,8/6/2006,9,148
17916,310,11/16/2005,4,411
17917,1069,10/7/2006,11,86
17918,1378,6/8/2006,13,207
17919,586,12/17/2005,8,380
17920,1041,9/30/2006,10,93
17921,969,10/9/2006,9,84
17922,1565,6/20/2006,13,195
17923,1323,9/15/2006,13,108
17924,344,7/13/2006,5,172
17925,1238,9/11/2006,13,112
17926,599,5/7/2006,6,239
17927,1685,11/9/2006,17,53
17928,1237,5/14/2006,13,232
17929,437,7/24/2006,6,161
17930,1367,6/7/2006,13,208
17931,538,9/2/2005,6,486
17932,898,11/20/2006,12,42
17933,1371,10/25/2006,13,68
17934,1032,12/4/2006,11,28
17935,753,8/25/2006,8,129
17936,680,11/18/2006,6,44
17937,769,8/28/2006,7,126
17938,955,7/9/2006,12,176
17939,1381,10/27/2006,10,66
17940,998,8/10/2006,10,144
17941,434,10/11/2006,5,82
17942,578,7/17/2006,7,168
17943,907,9/10/2005,10,478
17944,1132,11/14/2006,11,48
17945,1895,6/12/2006,20,203
17946,391,6/22/2006,9,193
17947,685,9/8/2006,9,115
17948,1086,10/14/2006,13,79
17949,1143,12/19/2006,11,13
17950,1359,7/16/2006,14,169
17951,1155,7/25/2006,9,160
17952,1459,10/7/2006,15,86
17953,1273,7/29/2006,10,156
17954,582,7/1/2006,7,184
17955,886,12/23/2006,8,9
17956,702,10/30/2006,10,63
17957,711,7/14/2006,6,171
17958,1148,10/2/2006,10,91
17959,688,8/12/2006,9,142
17960,529,7/26/2006,5,159
17961,601,8/12/2006,8,142
17962,955,12/27/2006,9,5
17963,841,8/14/2006,10,140
17964,915,3/24/2006,10,283
17965,853,8/4/2006,8,150
17966,934,7/25/2006,11,160
17967,939,10/1/2006,9,92
17968,625,8/31/2006,6,123
17969,954,2/25/2006,7,310
17970,337,12/31/2005,4,366
17971,1325,9/21/2006,11,102
17972,393,8/1/2006,6,153
17973,751,8/9/2006,9,145
17974,988,12/4/2006,16,28
17975,572,7/8/2006,8,177
17976,1105,5/15/2006,11,231
17977,911,6/23/2006,10,192
17978,692,8/26/2006,9,128
17979,500,7/14/2006,4,171
17980,1360,12/24/2006,14,8
17981,819,1/10/2006,9,356
17982,1615,8/27/2006,16,127
17983,443,5/9/2006,6,237
17984,1227,1/5/2006,12,361
17985,739,6/5/2006,8,210
17986,1217,8/27/2006,9,127
17987,1338,3/30/2006,12,277
17988,991,3/25/2006,9,282
17989,528,10/21/2006,10,72
17990,657,6/28/2006,9,187
17991,840,12/25/2006,10,7
17992,491,4/13/2006,5,263
17993,1130,7/18/2006,11,167
17994,1862,11/16/2006,17,46
17995,501,11/20/2006,8,42
17996,712,9/30/2006,8,93
17997,984,10/17/2006,10,76
17998,784,11/16/2005,8,411
17999,297,3/15/2006,3,292
18000,441,6/27/2006,5,188
18001,1151,9/18/2006,9,105
18002,1425,10/26/2006,17,67
18003,712,9/27/2006,7,96
18004,891,8/2/2005,7,517
18005,937,10/27/2005,8,431
18006,1301,8/24/2006,13,130
18007,869,7/28/2006,10,157
18008,132,10/11/2006,4,82
18009,715,6/11/2006,6,204
18010,698,9/5/2006,9,118
18011,1041,6/20/2006,11,195
18012,582,6/29/2006,7,186
18013,618,9/25/2006,7,98
18014,608,12/8/2005,8,389
18015,1202,8/25/2006,9,129
18016,2247,12/10/2006,17,22
18017,1598,9/15/2006,16,108
18018,772,9/17/2005,8,471
18019,566,10/5/2006,5,88
18020,571,7/16/2006,8,169
18021,625,7/4/2006,7,181
18022,608,8/30/2006,8,124
18023,591,12/12/2005,7,385
18024,746,12/21/2006,10,11
18025,1209,3/5/2006,8,302
18026,866,12/10/2006,10,22
18027,1077,10/18/2006,11,75
18028,410,10/7/2006,6,86
18029,918,8/19/2006,10,135
18030,962,4/12/2006,9,264
18031,1080,7/11/2006,11,174
18032,654,8/31/2006,9,123
18033,789,10/20/2006,9,73
18034,1058,12/18/2006,11,14
18035,965,8/14/2006,9,140
18036,1160,8/5/2006,8,149
18037,1562,8/10/2005,12,509
18038,842,11/23/2006,6,39
18039,629,11/28/2006,8,34
18040,1063,8/10/2006,11,144
18041,223,4/15/2006,2,261
18042,1015,2/16/2006,14,319
18043,780,5/6/2006,6,240
18044,1058,9/8/2006,12,115
18045,1257,5/28/2006,9,218
18046,760,1/21/2006,10,345
18047,884,4/22/2006,8,254
18048,1737,9/1/2006,15,122
18049,1209,1/11/2006,13,355
18050,1604,8/19/2006,16,135
18051,807,12/9/2006,9,23
18052,619,11/29/2005,7,398
18053,1098,5/25/2006,13,221
18054,1051,9/3/2006,11,120
18055,740,5/17/2006,9,229
18056,1273,7/25/2006,11,160
18057,1529,11/24/2006,15,38
18058,1061,10/13/2005,8,445
18059,946,12/13/2006,9,19
18060,832,4/24/2006,10,252
18061,775,5/21/2006,8,225
18062,570,12/25/2005,7,372
18063,873,7/22/2006,8,163
18064,1078,6/4/2006,12,211
18065,1239,9/6/2006,11,117
18066,1304,10/2/2006,15,91
18067,1595,12/12/2006,13,20
18068,940,10/27/2006,8,66
18069,381,10/2/2006,6,91
18070,530,11/24/2006,6,38
18071,821,8/29/2006,9,125
18072,941,10/27/2006,10,66
18073,658,8/8/2006,7,146
18074,1055,12/2/2006,13,30
18075,659,3/29/2006,7,278
18076,1260,8/15/2006,13,139
18077,952,8/11/2006,9,143
18078,878,6/15/2006,10,200
18079,1073,10/31/2006,13,62
18080,1032,8/21/2006,11,133
18081,1057,5/13/2006,9,233
18082,1523,11/11/2006,13,51
18083,1149,8/31/2006,12,123
18084,1240,1/26/2006,13,340
18085,913,5/1/2006,12,245
18086,1058,9/25/2006,10,98
18087,689,6/19/2006,6,196
18088,981,7/12/2006,11,173
18089,1081,9/7/2006,11,116
18090,975,6/13/2006,9,202
18091,1210,6/7/2006,13,208
18092,373,7/12/2006,6,173
18093,970,6/18/2006,11,197
18094,917,11/30/2006,11,32
18095,1839,3/12/2006,12,295
18096,357,6/8/2006,4,207
18097,424,10/6/2005,7,452
18098,1135,5/30/2006,13,216
18099,1431,10/16/2006,15,77
18100,1315,9/27/2006,12,96
18101,966,8/28/2006,10,126
18102,667,9/18/2006,7,105
18103,540,5/30/2006,7,216
18104,1608,9/25/2006,14,98
18105,2014,8/16/2006,19,138
18106,665,2/3/2006,7,332
18107,956,6/25/2006,8,190
18108,777,6/3/2006,6,212
18109,388,8/24/2006,7,130
18110,651,9/20/2006,9,103
18111,1369,11/10/2006,15,52
18112,868,8/11/2006,10,143
18113,748,8/22/2006,8,132
18114,1703,4/18/2006,13,258
18115,637,9/25/2006,12,98
18116,959,9/4/2006,8,119
18117,565,9/1/2006,7,122
18118,791,11/30/2005,8,397
18119,991,7/15/2006,8,170
18120,1622,7/12/2006,16,173
18121,558,4/20/2006,7,256
18122,559,9/17/2005,5,471
18123,622,7/1/2006,9,184
18124,1758,9/11/2006,15,112
18125,1470,7/6/2006,14,179
18126,392,9/20/2006,3,103
18127,317,8/27/2006,5,127
18128,596,10/29/2006,8,64
18129,781,6/9/2006,9,206
18130,561,11/23/2006,8,39
18131,1722,9/23/2006,16,100
18132,1382,8/15/2006,13,139
18133,1989,9/23/2006,21,100
18134,846,10/8/2005,9,450
18135,976,1/13/2006,11,353
18136,535,7/19/2006,8,166
18137,562,9/26/2005,7,462
18138,773,9/13/2006,8,110
18139,415,4/7/2006,4,269
18140,548,9/9/2006,7,114
18141,646,9/26/2006,8,97
18142,647,12/24/2005,6,373
18143,748,7/15/2006,5,170
18144,1353,6/15/2006,13,200
18145,1151,11/25/2006,12,37
18146,814,8/19/2006,6,135
18147,595,9/26/2006,7,97
18148,573,6/17/2006,7,198
18149,738,8/30/2005,12,489
18150,1204,8/13/2006,14,141
18151,541,11/13/2006,11,49
18152,1105,11/29/2006,11,33
18153,878,8/21/2006,12,133
18154,923,10/22/2006,11,71
18155,1500,10/24/2006,13,69
18156,413,6/17/2006,6,198
18157,680,8/22/2006,6,132
18158,569,12/28/2005,6,369
18159,998,7/26/2006,8,159
18160,1055,9/20/2006,10,103
18161,1081,10/13/2006,10,80
18162,774,6/9/2006,8,206
18163,1016,10/5/2005,11,453
18164,464,10/3/2005,7,455
18165,1118,8/4/2006,12,150
18166,888,9/16/2006,8,107
18167,1157,5/30/2006,12,216
18168,940,10/5/2006,8,88
18169,1108,6/25/2006,10,190
18170,597,3/7/2006,5,300
18171,720,6/24/2006,7,191
18172,1105,8/1/2006,12,153
18173,1398,5/25/2006,13,221
18174,710,2/26/2006,6,309
18175,973,10/16/2006,10,77
18176,1106,9/10/2006,11,113
18177,440,10/14/2006,7,79
18178,1299,1/29/2006,14,337
18179,1209,8/19/2006,12,135
18180,1864,1/6/2006,15,360
18181,882,9/29/2006,10,94
18182,1305,8/21/2006,11,133
18183,898,9/23/2005,7,465
18184,243,7/30/2006,6,155
18185,679,11/23/2005,8,404
18186,549,12/18/2006,5,14
18187,1378,7/12/2006,13,173
18188,452,5/1/2006,6,245
18189,1659,7/11/2006,19,174
18190,1467,8/7/2006,14,147
18191,1232,6/12/2006,13,203
18192,1280,10/29/2005,14,429
18193,1392,10/5/2006,10,88
18194,921,8/11/2006,11,143
18195,799,11/28/2005,7,399
18196,858,7/10/2006,9,175
18197,516,10/3/2006,6,90
18198,583,7/3/2006,5,182
18199,1048,10/30/2006,12,63
18200,461,11/5/2005,7,422
18201,584,7/31/2006,6,154
18202,523,12/11/2006,7,21
18203,1579,9/17/2006,15,106
18204,995,11/6/2006,12,56
18205,968,6/5/2006,9,210
18206,1011,10/26/2005,13,432
18207,1975,3/11/2006,19,296
18208,1102,7/28/2006,10,157
18209,1941,10/13/2006,15,80
18210,667,6/29/2006,12,186
18211,491,7/25/2006,7,160
18212,616,12/4/2006,8,28
18213,1018,11/18/2006,10,44
18214,957,7/30/2006,8,155
18215,1045,5/24/2006,10,222
18216,929,2/19/2006,10,316
18217,1036,12/14/2006,11,18
18218,1662,9/23/2006,13,100
18219,815,5/25/2006,8,221
18220,1387,10/17/2006,14,76
18221,1102,7/22/2006,10,163
18222,963,11/17/2006,11,45
18223,1090,12/17/2006,16,15
18224,757,10/29/2006,8,64
18225,1051,11/22/2006,12,40
18226,213,7/30/2006,3,155
18227,1601,8/21/2006,16,133
18228,916,5/30/2006,8,216
18229,806,7/10/2006,11,175
18230,924,8/14/2006,10,140
18231,813,8/1/2006,7,153
18232,983,10/13/2006,9,80
18233,663,8/8/2006,7,146
18234,434,3/19/2006,6,288
18235,1336,7/24/2006,12,161
18236,1132,9/9/2006,12,114
18237,761,8/30/2006,7,124
18238,1272,7/12/2006,11,173
18239,676,10/1/2006,11,92
18240,633,12/13/2006,7,19
18241,632,6/16/2006,9,199
18242,1356,6/19/2006,13,196
18243,1031,7/21/2006,10,164
18244,472,9/2/2005,4,486
18245,1228,4/28/2006,10,248
18246,1733,10/19/2006,17,74
18247,1057,7/29/2006,10,156
18248,1722,8/5/2006,14,149
18249,989,12/10/2006,12,22
18250,1292,2/6/2006,12,329
18251,1222,9/6/2006,13,117
18252,971,8/15/2005,9,504
18253,846,8/12/2006,12,142
18254,777,4/23/2006,6,253
18255,1167,10/1/2005,9,457
18256,1197,9/17/2006,13,106
18257,735,10/13/2006,5,80
18258,582,5/30/2006,5,216
18259,1036,8/12/2006,12,142
18260,719,8/27/2006,6,127
18261,921,8/2/2005,11,517
18262,334,5/22/2006,6,224
18263,528,6/27/2006,7,188
18264,1104,9/22/2006,11,101
18265,546,1/5/2006,5,361
18266,565,11/15/2006,7,47
18267,1139,10/23/2006,10,70
18268,1429,11/27/2006,13,35
18269,1056,11/13/2006,10,49
18270,481,5/9/2006,6,237
18271,1307,8/23/2006,13,131
18272,1433,10/31/2006,14,62
18273,1385,9/24/2006,16,99
18274,1635,5/23/2006,14,223
18275,1167,8/7/2006,13,147
18276,974,7/27/2006,10,158
18277,1010,9/24/2006,8,99
18278,889,10/9/2006,10,84
18279,1023,12/9/2006,11,23
18280,192,8/29/2006,3,125
18281,979,11/30/2006,11,32
18282,930,9/13/2005,9,475
18283,588,7/18/2006,6,167
18284,679,4/4/2006,7,272
18285,223,7/1/2006,4,184
18286,1039,7/1/2006,10,184
18287,1404,6/18/2006,12,197
18288,603,9/10/2005,6,478
18289,1062,6/30/2006,9,185
18290,1242,10/8/2006,12,85
18291,1098,12/14/2006,12,18
18292,964,5/23/2006,10,223
18293,783,8/12/2006,8,142
18294,1403,7/1/2006,16,184
18295,499,9/20/2006,5,103
18296,504,5/25/2006,6,221
18297,867,12/25/2006,9,7
18298,1674,12/15/2006,15,17
18299,1813,7/20/2006,17,165
18300,687,8/4/2006,8,150
18301,579,3/21/2006,9,286
18302,1279,11/7/2006,13,55
18303,1085,5/29/2006,11,217
18304,649,4/26/2006,8,250
18305,1303,11/8/2006,14,54
18306,1546,9/29/2006,13,94
18307,1355,7/21/2006,12,164
18308,1456,10/9/2006,13,84
18309,505,6/19/2006,7,196
18310,794,9/15/2006,11,108
18311,856,4/11/2006,10,265
18312,358,7/1/2006,6,184
18313,603,8/18/2006,8,136
18314,2012,11/20/2006,14,42
18315,849,4/4/2006,6,272
18316,559,10/1/2006,8,92
18317,1114,9/13/2006,9,110
18318,1851,11/21/2006,15,41
18319,1207,10/14/2006,11,79
18320,521,9/20/2005,9,468
18321,1132,12/17/2005,9,380
18322,879,12/5/2006,12,27
18323,523,8/12/2006,10,142
18324,863,11/16/2006,8,46
18325,1268,10/22/2006,16,71
18326,691,3/21/2006,7,286
18327,877,5/11/2006,11,235
18328,1636,11/21/2006,12,41
18329,1427,7/2/2006,17,183
18330,758,11/25/2006,10,37
18331,1385,12/27/2006,12,5
18332,1202,9/10/2006,12,113
18333,510,7/18/2006,7,167
18334,1016,8/5/2006,13,149
18335,906,10/24/2006,9,69
18336,794,4/18/2006,10,258
18337,1033,4/8/2006,12,268
18338,507,4/24/2006,6,252
18339,421,3/6/2006,6,301
18340,690,12/8/2005,8,389
18341,1014,8/11/2005,9,508
18342,413,7/27/2006,5,158
18343,833,12/19/2005,11,378
18344,757,6/15/2006,11,200
18345,1018,12/9/2005,10,388
18346,1504,9/20/2006,18,103
18347,921,5/1/2006,9,245
18348,1253,8/24/2006,12,130
18349,763,9/13/2006,8,110
18350,1300,10/10/2006,15,83
18351,844,5/30/2006,8,216
18352,748,7/8/2006,7,177
18353,947,8/6/2006,10,148
18354,1005,6/2/2006,11,213
18355,1213,12/10/2006,16,22
18356,1156,8/20/2006,14,134
18357,1561,11/19/2006,18,43
18358,486,8/31/2006,6,123
18359,1390,7/1/2006,14,184
18360,1263,8/4/2006,12,150
18361,1201,8/17/2006,11,137
18362,829,11/6/2006,9,56
18363,1581,5/5/2006,15,241
18364,1476,7/25/2006,13,160
18365,999,7/7/2006,10,178
18366,581,11/2/2006,6,60
18367,877,11/15/2006,10,47
18368,966,12/29/2006,9,3
18369,1019,9/27/2006,11,96
